fonds, boite, annee, cotation, date, foliation, dimensions(mm), remarques, date_ISO, material, tipo_documento, genere, page_inventaire, description_inventaire, noms_inventaire, noms, lieux, dechirures(0-3), froissures(0-3), lacunes(0-3), plis(0-3), perte_de_matiere(0-3), perte_de_souplesse(0-1), poussiere(0-3), eclaircissement(0-3), taches(0-3), degradation_due_a_encre(0-3), humidite(0-3), moissisure(0-3), traces_insecte(0-3), risque(1-5), cartella_foto
Ms4300, 40, 1657-1658, Ms4300/40/71/3, XVII siècle, 1, 246 x 165, null, 1600-1699, papier, manuscrit, memoire, null, null, null, null, Chamberet, 0, 2, 0, 2, 1, 0, 1, 1, 2, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/72, 1658 8 fevr, 1, 246 x 180, null, 1658-02-08, papier, manuscrit, atto notarile, 339, Requête par F.s du Boury contre [S...] de La Larme, du Boury | de La larme, """[La...], de La""", null, 1, 2, 3, 2, 0, 0, 1, 1, 3, 0, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/73/1, 1658 19 fevrier, 2, 284 x 223, pochette du XIX siècle en protéction du Ms4300/40/73/2, 1658-02-19, papier, manuscrit, document d'archive, null, null, null, null, null, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/73/2, 19 fevrier 1658, 2, 226 x 169, Cachets de cire rouge, 1658-02-19, papier, manuscrit, lettre, null, null, null, """Tresne, de La""", Paris | Bordeaux, 1, 2, 1, 3, 0, 0, 1, 0, 1, 2, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/74, 1658 20 fevrier, 24, 290 x 216, timbre, 1658-02-20, parchemin, manuscrit, cronaca, 340, [...] et dénombrement presenté par Arnaud de Pontac [...], de Pontac | [...] | [...] | [...], """Foix, Bernard de | Nouet, Pierre | Danieau, Margueritte |  Pontac, Arnaud de | La Mothe | Bernard, Jean | Prevost, Pierre | Arnaud, Pierre | Grillet, Jean | Bertrand, Jean | Renant, Catherine | Sacriste, Antoine | Nouet, Pierre | Bernard, François | Gaillard, Guillien | Gaillard, Pierre | Martin, Bernard""", null, 0, 3, 3, 3, 0, 1 (2), 1, 3, 3, 1, 2, 1, 1, , x
Ms4300, 40, 1657-1658, Ms4300/40/75, 1658 fevr 24, 2, 243 x 174, cachet de cire rouge, 1658-02-24, papier, manuscrit, lettre, null, null, null, null, rue de Fosses | Bordeaux, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/76, 1658 fevr 28, 2, 193 x 147, cachet de cire rouge, 1658-02-28, papier, manuscrit, lettre, null, null, null, """Tresne, de La""", Bordeaux, 2, 1, 2, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/77, 1658 2 mars, 8, 305 x 206, codelette, 1658-03-02, parchemin, manuscrit, atto notarile, 340, Condamnation de Pierre de Gabarret fermier des marais d'Oleron pour [...] commis contre M.r de Marran, Gabarret | Oleron | de Marran, """Marrand (Marans?), Jean de | Marrand(Marans?), Jean Joseph de| Gabaret, Pierre""",  Île d'Olerôn | Toulouse, 0, 2, 1, 2, 2, 1 (2), 1, 1, 1, 0, 2, 0, 1, , 
Ms4300, 40, 1657-1658, Ms4300/40/78, 1658 7 mars, 6, 250 x 185, null, 1658-03-07, papier, manuscrit, atto notarile, 340, Partage des [...] de la famille Bernard, a [B...], [B...], """Bernard, Margueritte | Bernard, Jeanne""", null, 1, 0, 0, 2, 0, 0, 2, 1, 2, 1, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/79, 1658 8 mars, 2, 248 x 180, timbre en mauvais état, 1658-03-08, papier, manuscrit, atto notarile, null, null, null, """Roche | Calmette, d. de""", null, 3, 2, 3, 2, 0, 0, 1, 0, 2, 3, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/80, 1658 mars 17, 2, 204 x 159, cachet de cire rouge, 1658-03-17, papier, manuscrit, lettre, null, null, null, Grillon, Bordeaux, 3, 2, 3, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/81, 1658 18 mars, 6, 250 x 193, null, 1658-03-18, papier, manuscrit, resoconto, 340, Memoire des objects aux chateaux du Luc et de La Motte, Le Luc | La Motte, """Comte, Le""", Chateau de la Mothe, 0, 1, 0, 2, 1, 0, 1, 0, 1, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/82, 1658 21 mars, 8, 238 x 190, null, 1658-03-21, papier, manuscrit, contrat, 340, Revente de la terre de St. Louis au Perigord par Marie de Ferrand a M.r de [...] du Longa, St. Louis | Perigord | de Ferrand | de [...] Longa, null, null, 1, 2, 1, 3, 2, 0, 2, 0, 1, 1, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/83, 1658 mars 24, 2, 225 x 164, cachet de cire rouge, 1658-03-24, papier, manuscrit, lettre, null, null, null, """Le Comte, François Arthur | Daffis, Jean | Daffis, Catherine| Langoyrand, m.e de""", null, 0, 2, 0, 3, 0, 0, 1, 1, 2, 2, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/84, 1658 10 avril, 2, 230 x 174, null, 1658-04-10, papier, manuscrit, inventaire, 340, [...] chez le vigneron de Salles, Salles, null, Salles, 0, 1, 0, 2, 1, 0, 1, 1, 2, 2, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/85, 1658 avril 11, 2, 221 x 170, cachet de cire rouge, 1658-04-11, papier, manuscrit, lettre, null, null, null, """Le Comte, François Arthur""", Paris, 2, 2, 3, 2, 3, 0, 1, 3, 2, 1, 0, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/86, 1658 12 avril, 1, 127 x 170, null, 1658-04-12, papier, manuscrit, null, 340, Convocation de Jean Hélery pour voir mettre a [...] Antoine Helery des [...] du d. Jean, Helery, null, null, 0, 1, 2, 3, 0, 0, 1, 1, 2, 0, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/87, 1658 8 mai, 2, 252 x 185, null, 1658-05-08, papier, manuscrit, cambiale, 340, Promesse par Jean d'Allegret à M.r d'Anglades de lui payer la somme de 84 lt, d'Allegret | d'Anglade, """Anglade, d' (Pontac, François de?) | Allgret, Isabeau d' (Chassaigne)""", Bordeaux, 1, 2, 0, 2, 1, 0, 1, 1, 1, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/89, 1658 13 mai, 12, 255 x 185, null, 1658-05-13, papier, manuscrit, carta processuale, 340, """Procès entre M.r de Marran, [...] de St. Georges d'Oleron, et Pierre Gabarret à propos des salines""", Oleron | du Marran | Gabarret, """Marrand (Marans?), Jean de | Marrand(Marans?), Jean Joseph de| Gabaret, Pierre | [Chasselon...], Jean | Ramé, Jean | Drillaud, Pierre | [V...], Jean de la | [Charr...], François | [Bo...], Jean du | Charrier, François | Charrier, Pierre""", Île d'Olerôn, 0, 1, 0, 2, 2, 0, 1, 1, 2, 3, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/90/1, 13 mai 1658, 1, 169 x 287, cordelette rouge, 1658-05-13, parchemin, manuscrit, atto notarile, 340, Arrêt [condamn...] Pierre du Perier à [...] de Jacques Le Comte, du Perier | Le Comte, """Nesmond, (Guillame de ?) | Le Comte, Jacques | Périer, Pierre du (de Larsan?) | Périer, Germain du (de Larsan?) | Beylie, Jean de la""", null, 1, 2, 1, 3, 1, 0, 1, 1, 3, 0, 1, 1, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/90/2, 1663 11 janv, 1, 105 x 195, cordelette rouge, 1663-01-11, parchemin, manuscrit, atto notarile, null, null, null, null, null, 0, 2, 1, 2, 0, 0, 1, 2, 3, 0, 1, 1, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/91, 1658 15 mai, 2, 237 x 186, null, 1658-05-15, papier, manuscrit, null, 340, Remises de pièces par la proc.r de [Roma...] de la Vergne à celui de M.r Le Comte, Le Comte | de la Vergne, """[...], Romain de""", null, 0, 2, 1, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/92, 1658 17 mai, 4, 306 x 190, null, 1658-05-17, papier, manuscrit, supplie, 340, Requête en opposition [...] par Fr. Cqrrière sur la [...], Carrière, """Carrière, François""", null, 1, 1, 3, 2, 1, 0, 1, 0, 3, 3, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/93, 1658 mai, 1, 253 x 176, null, 1658-05, papier, manuscrit, null, 340, Lettres [roya...] en faveur d'Anne de Massiot, de Massiot, """Massiot, Anne de""", Bordeaux, 3, 1, 0, 2, 2, 0, 1, 1, 2, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/94, 1658 8 juin, 12, 283 x 181, depôts de rouille, 1658-06-08, papier, manuscrit, contrat, null, null, null, """Pierrebuffière, Marthe de | Fabas, Jean de""", null, 0, 2, 1, 2, 1, 0, 1, 0, 2, 2, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/95, 1658 juin 20, 2, 256 x 183, null, 1658-06-20, papier, manuscrit, lettre, null, null, null, """Bellay, m.e de""", null, 2, 1, 0, 2, 1, 0, 1, 0, 1, 3, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/96, 1658 22 juillet, 1, 245 x 181, null, 1658-07-22, papier, manuscrit, partage, [341], null, null, null, null, 2, 2, 1, 3, 1, 0, 1, 0, 2, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/97/1, 1658 6 aout, 1, 249 x 182, cordelette jaune, 1658-08-06, papier, manuscrit, carta processuale, 341, Procès entre Jacques Le Comte et les fermiers du domain à propos de [...] à Tresses, Tresses | Le Comte, """Lacoste, Bertrand | Le Comte, Jacques""", Bordeaux, 3, 2, 1, 3, 2, 0, 1, 0, 2, 0, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/97/2, 1661 14 juin, 2, 254 x 189, cordelette jaune, 1658-06-14, papier, manuscrit, carta processuale, 341, Procès entre Jacques Le Comte et les fermiers du domain à propos de [...] à Tresses, Tresses | Le Comte, """Lacoste, Bertrand""", null, 1, 1, 1, 2, 1, 0, 1, 1, 2, 0, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/97/3, XVII siècle, 1, 248 x 187, cordelette jaune, 1600-1699, papier, manuscrit, carta processuale, 341, Procès entre Jacques Le Comte et les fermiers du domain à propos de [...] à Tresses, Tresses | Le Comte, """Lacoste, Bertrand""", null, 0, 0, 1, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/97/4, 1667 7 mars, 2, 247 x 185, cordelette jaune, 1667-03-07, papier, manuscrit, carta processuale, 341, Procès entre Jacques Le Comte et les fermiers du domain à propos de [...] à Tresses, Tresses | Le Comte, """Lacoste, Bernard | Le Comte, François Arhur | Ferran, (notaire)", null, 1, 1, 1, 2, 1, 0, 1, 1, 2, 1, 2, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/97/5, 1667 16 mars, 2, 250 x 185, cordelette jaune, 1667-03-16, papier, manuscrit, supplie, 341, Procès entre Jacques Le Comte et les fermiers du domain à propos de [...] à Tresses, Tresses | Le Comte, """Lacoste, Bertrand | Le Comte, Jean | D'Acombe (notaire)""", null, 1, 1, 1, 2, 1, 0, 1, 2, 1, 0, 2, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/97/6, 1667 18 aout, 2, 250 x 188, cordelette jaune, 1667-08-18, papier, manuscrit, atto notarile, 341, Procès entre Jacques Le Comte et les fermiers du domain à propos de [...] à Tresses, Tresses | Le Comte, """Lacoste, Bertrand | Le Comte, Jean| D'Acombe (notaire)""", null, 0, 1, 1, 2, 1, 0, 1, 1, 2, 2, 2, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/97/7, XVII siècle, 2, 261 x 185, cordelette jaune | dessins, 1600-1699, papier, manuscrit, resoconto, 341, Procès entre Jacques Le Comte et les fermiers du domain à propos de [...] à Tresses, Tresses | Le Comte, """Lacoste, Bertrand""", null, 3, 2, 2, 3, 2, 0, 1, 0, 3, 0, 1, 0, 1, , 
Ms4300, 40, 1657-1658, Ms4300/40/97/8, XVII siècle, 1, 173 x 250, cordelette jaune | dessins, 1600-1699, papier, manuscrit, dessin, 341, Procès entre Jacques Le Comte et les fermiers du domain à propos de [...] à Tresses, Tresses | Le Comte, null, null, 1, 2, 1, 2, 1, 0, 1, 0, 2, 0, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/98, 1658 aout 19, 1, 256 x 177, null, 1658-08-19, papier, manuscrit, lettre, null, null, null, """[Van...], de""", null, 1, 2, 0, 2, 1, 0, 1, 0, 0, 2, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/99, 7 septemb 1658, 2, 240 x 176, null, 1658-09-07, papier, manuscrit | stampa, atto giudiziale, 341, """Arrêt du conseil du roi entre Catherine de Laman e des Tauzia, pour lequel Charles de Tauzia est condamné""", de Laman | Tauzia, """Caumont, Jacques de | Regondie, Jean de la |Pierreuffière, Françoise de | Pierrebuffière, Henri de | Fabas, dame de | Betaud, Louys | Pierre-buffieres,  Marguerite de | Pontac, Arnaud de | Poussigné, Bernard de | Lorton, Pierre | Castelnau, Jacques de | Turin, dame de | Bailly, Nicolas | Ferrieres de Sauuebeuf, Charles Anthoine de | Peyre, Ambre de la | Mercier, Jean le | Larzillac et Consors, François de | Pierrebuffière, Marthe de | Fabas, Jeanne de | Sermanton, Jean | Pierrebuffière, Charles de | Basset, Albert""", null, 2, 2, 1, 2, 1, 0, 1, 0, 2, 3, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/100, 1658 26 7bre, 2, 249 x 185, null, 1658-09-26, papier, manuscrit, atto notarile, [341], """[Arrêt du conseil du roi entre Cqtherine de La Nan et les Tauzia, pour lequel Charles Tauzia est condamné]""", de La Nan | Tauzia, """Tauzia, Jacques | [La...], Catherine de""", null, 0, 0, 3, 3, 1, 0, 1, 1, 2, 3, 0, 0, 0, , x
Ms4300, 40, 1657-1658, Ms4300/40/101, 1658 4 8bre, 2, 252 x 175, null, 1658-10-04, papier, manuscrit, verbale, 341, Enquête a propos d'une bataille dans une auberge de Belìn, Belìn, [null], Belìn, 0, 2, 0, 2, 1, 0, 1, 1, 2, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/102, 1658 5 8bre, 2, 292 x 195, null, 1658-10-05, papier, manuscrit, atto notarile (transport), 341, Transport fait au [...] de Chambret, Chambret, """Chambret, de""", null, 0, 2, 0, 3, 1, 0, 2, 1, 1, 1, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/103, 1658 oct 6, 2, 220 x 165, null, 1658-10-06, papier, manuscrit, lettre, null, null, null, """[G...], m.e de | Tresne, de La""", null, 3, 3, 3, 3, 3, 0, 1, 2, 2, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/104, 1658 13 8bre, 2, 221 x 164, null, 1658-10-13, papier, manuscrit, lettre, null, null, null, """[G...], m.e de""", null, 3, 3, 3, 3, 3, 0, 1, 1, 1, 1, 2, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/105, 1658 25 8bre, 1, 211 x 203, null, 1658-10-25, papier, manuscrit, atto notarile, 341, Procuration par Fr. de Pontac pour le remplacer au parlt. de Paris au procès [...] Jacques Le Comte, Pontac | Le Comte, """Pontac, François de""", Paris, 1, 2, 0, 2, 2, 0, 2, 1, 2, 1, 2, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/106, 1658 27 8bre, 2, 255 x 181, null, 1658-10-27, papier, manuscrit, inventaire, 341, Estimation du betail de la métaire de Salles, Salles, null, Salles, 1, 2, 0, 2, 2, 0, 1, 0, 1, 2, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/107, 1658 2 9bre, 2, 257 x 185, null, 1658-11-02, papier, manuscrit, contrat, 341, Vente par M. de Pontac d'un [...] à Salles, Salles | de Pontac, """Lauriell, Jean de | [Sca...], Jacques | Pontac, de | Salle, Jean de la""", Salles, 0, 1, 0, 2, 1, 0, 1, 0, 1, 3, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/108, 1658 nov 12, 2, 225 x 163, null, 1658-11-12, papier, manuscrit, lettre, null, null, null, """[G...], m.e de""", Paris, 3, 3, 3, 3, 3, 0, 1, 1, 2, 1, 2, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/109, 1658 21 9bre, 2, 172 x 115, null, 1658-11-21, papier, manuscrit, lettre, null, null, null, """Tresne, La""", Paris | Bordeaux, 1, 2, 2, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/110, 1658 1r xbre, 2, 255 x 178, null, 1658-12-01, papier, manuscrit, atto notarile, 341, Obligation d'une somme de 1800 lt  par M.r de Gourdet a M.r de La Larme, de Gourdet | de La Larme, """[La...], Alphonse de La | Gourdet, de", St. Marias, 0, 1, 0, 2, 1, 0, 1, 0, 2, 3, 2, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/111/1, 16 decembre 1658, 6, 310 x 215, null, 1658-12-16, papier, manuscrit, supplie, 341, """Requete d'Elie Vergnol contre la succession de M.r Montporullan, tous [...] anciens farmiers de Montravel""", Vergnol | Montporullan | Montravel, """Vergnol, Elie | Monpouillan, de""", Montravel | Bordeaux, 2, 0, 1, 3, 1, 0, 1, 0, 2, 2, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/111/2, 1659 19 aout, 1, 250 x 183, null, 1658-08-19, papier, manuscrit, atto notarile, null, null, null, """Monpouillan, de""", null, 0, 1, 1, 2, 1, 0, 1, 1, 2, 0, 1, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/112, 1658, 6, 260 x 188, null, 1658, papier, manuscrit, resoconto (somaire), 341, Dispins adjougé a Arme de Massiot contre Arnaud [...], de Massiot, """Daffis, Catherine| [Pontac], Arnaud [de]""", null, 3, 2, 3, 3, 3, 0, 1, 2, 2, 2, 2, 0, 1, , 
Ms4300, 40, 1657-1658, Ms4300/40/113, vers 1658, 12, 278 x 186, null, 1658, papier, manuscrit, inventario, 341, Inventaire de [p... f...] par Jean Servant curqteur de la succession d'Anne de la Motte contre [...] de Gl. de Pontac , de La Motte | de Pontac, """Bosquillon | Ferron de Carbonnieux, Marguerite de | Pontac, Gabriel de | Pontac, François de | Le Comte, Jacques | Mothe, Anne de la | Merignac, Buyonne de""", null, 2, 2, 2, 2, 1, 0, 1, 0, 2, 2, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/1, 1658, 2, 305 x 195, cordelette rose, 1658, papier, manuscrit, atto notarile, 341, Pièces d'un procès entre Arnaud de Pontac et [...] de Pierre-buffieres, de Pierre-Buffieres | de Pontac, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 3, 2, 2, 2, 3, 0, 2, 0, 2, 1, 2, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/2, XVII siècle, 1, 280 x 177, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 3, 2, 1, 2, 3, 0, 2, 0, 1, 0, 2, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/3, XVII siècle, 1, 286 x 178, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 3, 1, 1, 2, 3, 0, 2, 0, 1, 1, 2, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/4, XVII siècle, 1, 279 x 183, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 3, 1, 1, 1, 3, 0, 1, 1, 2, 1, 2, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/5, XVII siècle, 1, 284 x 183, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 1, 1, 1, 2, 2, 0, 1, 1, 2, 1, 0, 0, 2, , x
Ms4300, 40, 1657-1658, Ms4300/40/114/6, XVII siècle, 1, 277 x 185, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 1, 1, 1, 2, 2, 0, 1, 0, 2, 1, 0, 0, 2, , x
Ms4300, 40, 1657-1658, Ms4300/40/114/7, XVII siècle, 2, 280 x 186, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 0, 2, 1, 2, 2, 0, 1, 0, 2, 1, 0, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/8, 1659, 1, 76 x 183, cordelette rose, 1659, papier, manuscrit, atto notarile, null, null, null, """Pontac, Arnaud de""", null, 1, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/9, XVII siècle, 1, 280 x 185, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 0, 2, 1, 2, 1, 0, 1, 1, 2, 1, 0, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/10, XVII siècle, 2, 306 x 203, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de""", null, 3, 2, 1, 2, 2, 0, 1, 2, 2, 1, 0, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/11, XVII siècle, 2, 308 x 197, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 3, 2, 1, 2, 3, 0, 1, 1, 2, 1, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/12, 1659, 1, 126 x 217, cordelette rose, 1659, parchemin, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 0, 2, 1, 2, 0, 0, 2, 1, 2, 0, 0, 0, 0, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/13, XVII siècle, 4, 292 x 252, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 3, 2, 3, 2, 3, 0, 2, 0, 2, 1, 0, 0, 1, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/14, 1658, 1, 286 x 198, cordelette rose, 1658, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 3, 1, 1, 2, 3, 0, 1, 0, 2, 2, 0, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/15, 1658, 1, 293 x 202, cordelette rose, 1658, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 2, 2, 1, 2, 3, 0, 1, 0, 1, 2, 0, 0, 2, , 
Ms4300, 40, 1657-1658, Ms4300/40/114/16, XVII siècle, 2, 285 x 197, cordelette rose, 1600-1699, papier, manuscrit, atto notarile, null, null, null, """Pierrebuffière, Françoise de | Pontac, Arnaud de | [S...], Marin""", null, 2, 2, 1, 2, 2, 0, 1, 1, 1, 1, 0, 0, 2, , ,
